GAME_SEQUENCE,GAME_ID,TEAM_ID,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,Playoffs
5,21700294,1610612745,43,23,30,21,0,0,0,0,117,0.488,0.65,0.4,31,42,15,1
6,21700308,1610612745,22,32,35,29,0,0,0,0,118,0.488,0.762,0.45,26,49,15,1
5,21700338,1610612745,27,34,24,33,0,0,0,0,118,0.5,0.8240000000000001,0.37799999999999995,17,43,15,1
4,21700366,1610612745,25,26,37,24,0,0,0,0,112,0.469,0.75,0.429,22,46,17,1
10,21700384,1610612745,31,31,22,40,0,0,0,0,124,0.5329999999999999,0.81,0.4,14,35,12,1
2,21700392,1610612745,35,43,18,34,0,0,0,0,130,0.545,0.68,0.37799999999999995,30,36,9,1
9,21700412,1610612745,38,25,28,17,0,0,0,0,108,0.44299999999999995,0.684,0.37799999999999995,24,45,10,1
11,21700428,1610612745,31,29,32,32,0,0,0,0,124,0.473,0.8,0.36,20,45,13,1
5,21700433,1610612745,28,27,29,31,0,0,0,0,115,0.461,0.81,0.314,16,38,15,1
5,21700445,1610612745,25,26,28,41,0,0,0,0,120,0.519,0.852,0.395,25,52,14,1
6,21700459,1610612745,22,37,30,27,0,0,0,0,116,0.41100000000000003,0.7809999999999999,0.405,19,47,14,1
5,21700475,1610612745,33,32,20,33,0,0,0,0,118,0.462,0.8290000000000001,0.425,16,43,17,1
4,21700496,1610612745,31,26,31,19,0,0,0,0,107,0.43200000000000005,0.8059999999999999,0.324,23,38,13,1
2,21700517,1610612745,32,30,16,20,0,0,0,0,98,0.375,0.774,0.326,16,43,16,1
1,21700521,1610612745,23,25,30,25,0,0,0,0,103,0.42700000000000005,0.813,0.292,15,35,14,1
4,21700540,1610612745,44,21,25,32,11,15,0,0,148,0.462,0.821,0.34600000000000003,29,43,11,1
1,21700554,1610612745,25,30,34,27,0,0,0,0,116,0.47200000000000003,0.81,0.441,25,51,15,1
1,21700566,1610612745,37,26,27,24,0,0,0,0,114,0.47200000000000003,0.591,0.34,20,38,10,1
3,21700580,1610612745,37,21,19,24,0,0,0,0,101,0.42200000000000004,0.909,0.319,29,42,13,1
3,21700593,1610612745,35,25,27,29,0,0,0,0,116,0.45299999999999996,0.75,0.37,28,51,16,1
6,21700608,1610612745,25,30,31,35,0,0,0,0,121,0.45,0.76,0.316,25,49,13,1
9,21700626,1610612745,27,30,33,22,0,0,0,0,112,0.415,0.8640000000000001,0.319,18,53,11,1
11,21700648,1610612745,31,25,28,18,0,0,0,0,102,0.40399999999999997,0.813,0.295,21,37,12,1
3,21700665,1610612745,26,37,26,27,0,0,0,0,116,0.47700000000000004,0.882,0.436,24,45,9,1
6,21700679,1610612745,40,25,27,24,0,0,0,0,116,0.47100000000000003,0.69,0.37799999999999995,19,46,15,1
3,21700689,1610612745,25,21,25,28,0,0,0,0,99,0.444,0.667,0.405,20,38,14,1
6,21700706,1610612745,38,13,34,19,0,0,0,0,104,0.439,0.478,0.41200000000000003,20,43,9,1
7,21700720,1610612745,30,23,27,33,0,0,0,0,113,0.462,0.8290000000000001,0.33299999999999996,22,35,12,1
2,21700732,1610612745,28,32,32,21,0,0,0,0,113,0.444,0.7759999999999999,0.297,17,43,12,1
5,21700748,1610612745,27,27,36,24,0,0,0,0,114,0.506,0.821,0.371,17,40,12,1
4,21700764,1610612745,27,27,28,20,0,0,0,0,102,0.446,0.8240000000000001,0.33299999999999996,20,38,9,1
5,21700779,1610612745,32,33,32,23,0,0,0,0,120,0.473,0.813,0.373,28,53,8,1
4,21700800,1610612745,38,27,31,27,0,0,0,0,123,0.556,0.81,0.485,16,40,11,1
2,21700806,1610612745,35,26,22,26,0,0,0,0,109,0.514,0.8079999999999999,0.387,16,35,9,1
6,21700823,1610612745,35,28,34,33,0,0,0,0,130,0.5,0.735,0.46299999999999997,26,48,11,1
5,21700837,1610612745,27,30,30,17,0,0,0,0,104,0.436,0.6970000000000001,0.289,15,42,9,1
3,21700849,1610612745,23,31,30,42,0,0,0,0,126,0.494,0.759,0.46799999999999997,25,37,6,1
8,21700860,1610612745,20,35,17,28,0,0,0,0,100,0.39799999999999996,0.909,0.28600000000000003,19,48,13,1
5,21700877,1610612745,26,29,33,32,0,0,0,0,120,0.48200000000000004,0.867,0.368,24,50,10,1
5,21700896,1610612745,38,28,26,27,0,0,0,0,119,0.506,0.813,0.429,18,42,18,1
9,21700905,1610612745,19,20,31,26,0,0,0,0,96,0.43,0.76,0.273,15,40,15,1
9,21700921,1610612745,34,27,22,22,0,0,0,0,105,0.424,0.833,0.302,21,41,10,1
4,21700939,1610612745,30,28,28,37,0,0,0,0,123,0.44799999999999995,0.867,0.38799999999999996,24,40,10,1
